station_code,station_name,state,zone,latitude,longitude,address
BHKH,BAGHOI KUSA,,,24.8399006513,84.46243313289999,
NOLI,NOLI,Uttar Pradesh,NR,28.746571,77.31077099999999,"Ghaziabad, Uttar Pradesh"
SUJR,SUJRA,Uttar Pradesh,NR,29.012729,77.26134099999999,"State Highway 57, Uttar Pradesh"
AMOD,Amod,Gujarat,WR,21.990791167399735,72.86546467803419,"Amod, Gujarat"
LKD,LAKODARA,,,21.991872,73.09899399999999,
VKL,Vankal,Gujarat,WR,21.439673931772646,73.23136643506587,"SH 166, Gujarat"
BY,BYCULLA,Maharashtra,CR,18.97695,72.833211,"Mumbai, Maharashtra"
BNR,BHAGWANPUR,,,25.858316719999998,85.30109021000001,
KTY,Kotturu,Tamil Nadu,SWR,14.826788325296278,76.21354088187218,"Kothur Rd, Tamil Nadu"
BLMR,Bhalukmara,Assam,NFR,26.685532,94.143709,"Bhalukmara, Assam"
ANJ,Anjangaon,Maharashtra,CR,21.163199753077336,77.31896504759789,"Anjangaon, Maharashtra"
DEB,Debagram,West Bengal,ER,23.685277,88.306807,"Debagram, West Bengal"
ELP,Achalpur,Maharashtra,CR,21.27760302246017,77.51926277764142,"Dist. Amravati, Maharashtra"
BTY,Bethuadahari,West Bengal,ER,23.610275,88.384597,"Bethuadahari, West Bengal"
WARUD,Warud,Maharashtra,CR,20.74690547756532,78.65141943097115,"Wardha, Maharashtra"
BVAC,BVAC,,,,,
BVBC,BVBC,,,,,
VLKN,Velankanni,Tamil Nadu,?,10.686877168293023,79.84618068672717,"Velankanni, Tamil Nadu"
PCU,PUTLACHERUVU,Andhra Pradesh,SCR,16.484823,81.112395,"Putlacheruvu, Andhra Pradesh"
BNPT,BENNIPATTI PIRAPUR,,,25.892949366,85.3090478906,
JM,JALAMB JN,,,20.813007000000002,76.573236,
GPJ,Gorapur,Andhra Pradesh,ECoR,18.346936,82.79406,"Jeypore Rd, Andhra Pradesh"
ABEO,Pattaravakkam,,SR,13.114499981582952,80.16618146561086,
SEG,SHEGAON,,,20.801724,76.690331,
GDU,Gudru Halt,Madhya Pradesh,SECR,22.2718946035,80.1163395764,"Lamta, Madhya Pradesh"
BGNA,Balgona,West Bengal,ER,23.458049719226736,87.95045644976199,"Balgona, West Bengal"
KLNP,Kalinarayanpur,West Bengal,ER,23.206506,88.573216,"Ranaghat-Bagula Bypass, West Bengal"
NGZ,S K NAGJIHARI,,,20.761640999999997,76.755353,
PS,PARAS,,,20.724519,76.815865,
BRDB,Barda,West Bengal,SER,22.15295838,88.08753041,"Sutahata, West Bengal"
GAO,GAIGAON,,,20.720684,76.890093,
RRL,REWRAL,,,21.261121,79.468096,
KHAT,KHAT,,,21.242242,79.550792,
BRD,BHANDARA ROAD,,,21.238512,79.64752299999999,
KOKA,KOKA,,,21.263021,79.71240900000001,
DAO,DAGHORA,,,21.857535000000002,83.678086,
HGR,HEMAGIRI,,,21.876503999999997,83.742815,
NIR,Nainpur Junction,Madhya Pradesh,SECR,22.425676,80.108853,"Nainpur, Madhya Pradesh"
NCH,NAKACHARI,Assam,NFR,26.7081333353,94.3939129431,"Mariani, Assam"
APDJ,ALIPUR DUAR JN,West Bengal,NFR,26.523279,89.534048,"03564-255091, West Bengal"
BRE,BHARWARI,,,25.5591917,81.4918665,
JTK,Jhitkia,West Bengal,NFR,25.626133,88.05297200000001,"National Highway 34, West Bengal"
MNJ,MANOHARGANJ,,,25.524992,81.55907499999999,
SYWN,SAIYID SARAWAN,,,25.494982,81.613788,
MRE,MANAURI,,,25.470171,81.662491,
BMU,BAMHRAULI,,,25.44494,81.741641,
SFG,SUBEDARGANJ,,,25.439879,81.789897,
KLX,KOLAKALUR,,,16.295185999999998,80.627521,
CLVR,CHILUVUR,,,16.379558,80.61690800000001,
KVR,KOVVUR,,,17.007084,81.726495,
GVN,GODAVARI,,,17.007707,81.77083,
KJKD,KANJIKODE,,,10.800919,76.75531600000001,
SNKR,Sanka,West Bengal,SER,23.52693,86.616164,"Garh Dhrubeswar, West Bengal"
VNK,Binaiki,Madhya Pradesh,SECR,22.72003,79.902424,"Binaiki Railway Station, Madhya Pradesh"
GCN,Gocharan,West Bengal,ER,22.277738,88.45836999999999,"Gocharan, West Bengal"
SEY,Seoni,Madhya Pradesh,SECR,22.075431,79.545769,"Seoni, Madhya Pradesh"
SDMD,Sudamdih,West Bengal,SER,23.654478,86.44032,"Jairampur More to Baliapur, West Bengal"
PCLS,PCLS,,,,,
BJU,BARAUNI JN,,,25.461768000000003,85.988748,
DMO,DAMOH,,,23.836693,79.432246,
ADD,ADAS ROAD,,,22.486628078200003,73.0346944543,
CLC,Chalala,Gujarat,WR,21.4155588,71.16224249999999,"Chalala, Gujarat"
RNO,RANOLI,,,22.405252095399998,73.1122662115,
HP,HARIPUR,Rajasthan,NWR,26.012397,74.024928,"Pali, Rajasthan"
KUGT,Kumarghat,Tripura,NFR,24.1506303119,92.0348331158,"Kumarghat, Tripura"
AWB,AURANGABAD,Maharashtra,SCR,19.859276,75.31064599999999,"Aurangabad, Maharashtra"
BNL,BEVINAHALU,Andhra Pradesh,SCR,15.16697376,77.21298975,"Rayalaseema Region, Andhra Pradesh"
VMC,VMC,,,,,
SMNH,SOMNATH,Gujarat,WR,20.896131999999998,70.408254,"Somnath, Gujarat"
CUPJ,CUDDALORE PORT,Tamil Nadu,SR,11.715119,79.766287,"Cuddalore Township, Tamil Nadu"
PLJ,PALEJ,,,21.921578,73.072387,
GOLE,GOLE,Rajasthan,NWR,25.891938,72.00004,"National Highway 112, Rajasthan"
BDX,BDX,,,,,
TRO,TIRORA,,,21.415039,79.91803499999999,
JMG,JAMGA,,,21.874971000000002,83.564842,
JMSY,JMSY,,,,,
AHLR,AHALYAPUR,,,26.468381,83.824844,
TEL,TENALI JN,,,16.242409000000002,80.640413,
TAT,Tummanamgutta,Andhra Pradesh,SCR,13.707414,78.37926300000001,"Chennai - Anantpur Rd, Andhra Pradesh"
CU,CHAGALLU,,,16.965076999999997,81.690558,
PSDA,PASIVEDALA,,,16.99331,81.700939,
MBGA,Marwar Bagra,Rajasthan,NWR,25.208689,72.59376099999999,"SH 31, Rajasthan"
JNE,JANIYANA,Rajasthan,NWR,25.827638,72.336284,"State Highway 68, Rajasthan"
SMR,SAMDHARI JN,Rajasthan,NWR,25.837202,72.57300699999999,"Barmer, Rajasthan"
SUT,SUTLANA,Rajasthan,NWR,25.970783,72.951414,"Dundara, Rajasthan"
PBR,PORBANDAR,Gujarat,WR,21.643597999999997,69.615506,"Porbandar, Gujarat"
CKVD,Chikkandawadi,Karnataka,SWR,14.137920273699999,76.2025684888,"Chikkandawadi, Karnataka"
BHG,Bhaton Ki Gali,Rajasthan,NWR,27.105646,75.712919,"Chomun, Rajasthan"
HMO,Hanumangarh Town,Rajasthan,NWR,29.574220545495677,74.33120188303292,"Hanumangarh, Rajasthan"
SANR,SARDARNAGAR,,,26.700858999999998,83.494054,
GRD,Giridih,Jharkhand,ER,24.182255899999998,86.3146452,"Giridih, Jharkhand"
CC,CHAURI CHAURA,,,26.673882,83.545894,
KMPT,KOMATIPALLI,,,18.023547297,79.5158922174,
HSP,HASANPARTHI RD,,,18.078262,79.50184999999999,
GGY,Gagariya,Rajasthan,NWR,25.741083,70.734877,"State Highway 40, Rajasthan"
NNPR,NONAPAR,,,26.353209,83.969786,
MW,MAIRWA,,,26.240309,84.151979,
KUY,TIRUPPUR KULIPALAYAM,,,11.1440279246,77.3893135876,
PLL,PARLI,,,10.800415,76.559421,
AGTL,Agartala,Tripura,NFR,23.792417,91.278481,"Agartala, Tripura"
MNY,MANKARAI,,,10.771526,76.500232,
LDY,LAKKITI,,,10.753217,76.434467,
PLPM,PALAPPURAM,,,10.7525187905,76.398385813,
OTP,OTTAPPALAM,,,10.770046,76.377993,
MNUR,MANNANUR,,,10.749322,76.323555,
ZRDE,JIRADEI,,,26.220819,84.256142,
SV,SIWAN JN,,,26.210724000000003,84.359267,
PCK,PACHRUKHI,,,26.162627999999998,84.415667,
DDA,DURAUNDHA JN,,,26.086973,84.45894600000001,
CW,CHAINWA,,,26.022117,84.49649600000001,
POK,POKRAN,Rajasthan,NWR,26.930571,71.923129,"National Highway 15, Rajasthan"
OCH,ODHANIYA CHACHA,Rajasthan,NWR,26.972848,71.718687,"National Highway 15, Rajasthan"
EKMA,EKMA,,,25.967099,84.53637,
DDP,DAUDPUR,,,25.90709,84.591425,
KPS,KOPA SAMHOTA,,,25.851866,84.65281399999999,
BTHL,BITHAULI,,,25.817069,85.29179,
GB,GAURI BAZAR,,,26.594934000000002,83.667801,
BALR,BAITALPUR,,,26.5526634,83.7385572,
DEOS,DEORIA SADAR,,,26.5076811676,83.7819590961,
NRA,NUNKHAR,,,26.425483,83.880179,
AGMN,Agomoni,,,26.225947,89.786242,
BND,BHANDUP,,,19.14200998,72.93723505,
ASR,AMRITSAR JN,,,31.631511999999997,74.858025,
MUC,MULLURKARA,,,10.705843,76.271415,
WKI,WADAKANCHERI,,,10.648956,76.237041,
SOG,SURATGARH JN,Rajasthan,NWR,29.324152,73.90724800000001,"National Highway 15, Rajasthan"
SNV,Sondad,Maharashtra,SECR,21.079845,80.094149,"National Highway 6, Maharashtra"
QMRS,Kayamsar,Rajasthan,NWR,28.125576,75.000562,"State Highway 41, Rajasthan"
AYB,Aliyabad,Karnataka,SWR,16.878268000000002,75.758306,"Bijapur, Karnataka"
MBF,Munabao,Rajasthan,NWR,25.742614,70.276543,"Barmer, Rajasthan"
CLDR,Chilikidara,Orissa,ECoR,21.243022,85.827112,"Orissa, Orissa"
KLYT,Kolayat,Rajasthan,NWR,27.835319,72.95507400000001,"Kolayat, Rajasthan"
CLD,CHALSA JN,West Bengal,NFR,26.882215,88.798213,"Chalsa, West Bengal"
CRX,CARRON,West Bengal,NFR,26.880279,88.9704,"National Highway 31C, West Bengal"
ETF,ITARSI F CABIN,,,22.61521,77.774856,
CNPI,Chandanpahari,Jharkhand,ER,24.404224,86.953082,"Chandanpahari, Jharkhand"
MIG,MIDGHAT,,,22.828141000000002,77.647526,
BNU,BANDAKPUR,,,23.848205999999998,79.575956,
COD,Chhota Gudha,Rajasthan,NWR,27.293803,75.599508,"Ringas, Rajasthan"
CHQ,CHOKA,,,22.864326000000002,77.638968,
MB,MORADABAD,,,28.831621000000002,78.765801,
IRA,ISRANA,Haryana,NR,29.291379,76.85285999999999,"Israna, Haryana"
KRCA,KARACHIYA YARD,,,22.380046,73.132981,
BJW,BAJVA,,,22.3662226,73.1431251,
CLN,KOLLIDAM,Tamil Nadu,SR,11.332713,79.718347,"Vallampadugai, Tamil Nadu"
OSHI,OSHI,,,,,
CNA,CHANDERIYA,Rajasthan,WR,24.939557999999998,74.629979,"Chittorgarh, Rajasthan"
CRC,CHARKHARI ROAD,Uttar Pradesh,NCR,25.307555999999998,79.74565299999999,"Charkhari, Uttar Pradesh"
BTT,BHATNI JN,,,26.381257,83.934035,
CSZ,Cossimbazar,West Bengal,ER,24.122264,88.266903,"Berhampore, West Bengal"
VRE,VAREDIYA,,,21.85838,73.048979,
NIU,NABIPUR,,,21.807541,73.030592,
KTTY,KTTY,,,,,
CVJ,CHAVAJ,,,21.753134000000003,73.010489,
AKV,ANKLESHWAR JN,,,21.623889,73.000633,
CNE,CHANDRANATHPUR,Assam,NFR,24.984962,92.71665800000001,"National Highway 54, Assam"
PAO,PANOLI,,,21.535197,72.978371,
CNL,CHANDAWAL,Rajasthan,NWR,25.946542716,73.86881457700001,"Pali, Rajasthan"
BFY,BHESANA,Rajasthan,NWR,25.82438,73.7180903,"Marwar, Rajasthan"
HAT,HATHURAN,,,21.501091000000002,72.969512,
COL,Coromandel,Karnataka,SWR,12.97518,78.257278,"KGF, Karnataka"
KDSD,KUDSAD,,,21.37682,72.91647999999999,
SYN,SAYAN,,,21.317203,72.890287,
MQP,Makrandpur,Uttar Pradesh,NER,28.213407,79.290097,"Aonla- Bareilly Link Rd, Uttar Pradesh"
GTX,GOTHANGAM,,,21.294043,72.880104,
MGK,MULANGUNNATHUKAVU,,,10.596938999999999,76.207809,
CNKP,CHANAKYAPURI,Delhi NCT,NR,28.591905,77.172004,"Chanakyapuri, Delhi NCT"
URN,UTRAN,,,21.232602,72.85479600000001,
ST,SURAT,,,21.206568,72.840793,
UDN,UDHNA JN,,,21.171156,72.851461,
VRU,VALIVERU,,,16.188934,80.605456,
MRPL,MARAMPALLI,,,16.843925,81.63387399999999,
NDD,NIDADAVOLU JN,,,16.898297,81.67550399999999,
GDM,GUDMA,,,21.416128,80.287678,
BEF,BHUPDEOPUR,,,21.975035039999998,83.25998102000001,
RIG,RAIGARH,,,21.891288999999997,83.39067,
KRL,KOTARLIA,,,21.883182,83.482238,
CTND,Chettinad,Tamil Nadu,SR,10.160613,78.775924,"Kanadukathan, Tamil Nadu"
SEPR,SHERPUR,Uttar Pradesh,NR,28.919358,78.25287,"State Highway 51, Uttar Pradesh"
NVS,NAVSARI,Gujarat,WR,20.946851,72.914294,"Navsari, Gujarat"
JBD,Jalalabad,Punjab,NR,30.60775,74.268446,"Jalalabad, Punjab"
DDM,DAM DIM,West Bengal,NFR,26.859243000000003,88.67133299999999,"National Highway 31, West Bengal"
COE,CHITROD,Gujarat,WR,23.417869,70.655356,"Kutch, Gujarat"
COM,Chomun Samod,Rajasthan,NWR,27.158223,75.70272,"Chomun, Rajasthan"
DKT,DHULKOT,Haryana,NR,30.395686,76.78753499999999,"Ambala City, Haryana"
KUW,KANWAR,,,25.7036520692,81.21464405030001,
CDMR,CHANDAULI MJHWR,,,25.261093,83.267724,
IGPX,IGPX,,,,,
KGA,KHAGA,,,25.761853,81.102658,
KTCE,KATOGHAN,,,25.730035,81.16560600000001,
ASCE,ATHSARAI,,,25.678728805000002,81.2620300824,
CRLM,Carmelaram,Karnataka,SWR,12.907633,77.706014,"Bengaluru, Karnataka"
CNR,CHANDAR,Goa,SWR,15.264834,74.047794,"CHANRA (chandor), Goa"
CMDP,Chimidipalli,Andhra Pradesh,ECoR,18.262764,83.07686199999999,"Borra, Andhra Pradesh"
BDL,VINDHYACHAL,,,25.160771699999998,82.5020212,
TSA,TISUA,,,28.136577,79.58628900000001,
TAS,Thasra,Gujarat,WR,22.797769,73.221682,"National Highway 59, Gujarat"
GHT,GHAGHARA GHAT,,,27.1026834977,81.5033135022,
BV,BABHNAN,,,26.938525000000002,82.500127,
CLW,Chilwariya,Uttar Pradesh,NER,27.487001000000003,81.69873199999999,"Bahraich, Uttar Pradesh"
OKAC,OKAC,,,,,
GAUR,GAUR,,,26.913411,82.56115799999999,
TH,TINICH,,,26.882281000000003,82.639707,
BHTR,BHATPAR RANI,,,26.3104766,84.03310139999999,
TUR,TURKI,,,26.034431,85.354709,
RD,RAM DAYALU NAGAR,,,26.097367,85.38359600000001,
BTO,BHITAURA,,,28.469954,79.306506,
PKRA,PARSA KHERA,,,28.433371,79.34185199999999,
CHTI,CHANETI,,,28.3087958495,79.42916573,
BLPU,BILPUR,,,28.083668,79.62578099999999,
MK,MIRANPUR KATRA,,,28.03708,79.674809,
MILA,MILAKPUR HALT,,,27.988261374,79.71796182739999,
TLH,TILHAR,,,27.972984,79.741776,
CQL,CHIRAKKAL,Kerala,SR,11.911049,75.353696,"Kannur district, Kerala"
PNQ,PUNKUNNAM,,,10.535053999999999,76.20943,
TCR,THRISUR,,,10.514790000000001,76.207919,
CMNR,CHAMARAJANAGAR,Karnataka,SWR,11.934891,76.932807,"Chamarajnagar, Karnataka"
CMJ,CHAMARAJAPURAM,Karnataka,SWR,12.29844,76.637861,"Mysore, Karnataka"
BKA,BARKHERA,,,22.917359,77.649646,
ODG,OBAIDULLA GANJ,,,22.994912,77.587299,
ACL,ANCHELI,Gujarat,WR,20.845167,72.944978,"Navsari, Gujarat"
CVR,CHORVAD ROAD,Gujarat,WR,21.055196000000002,70.290734,"Gadu, Gujarat"
CTH,CHIKALTHANA,Maharashtra,SCR,19.859565,75.402851,"Aurangabad, Maharashtra"
BTKD,BHARATKUND,Uttar Pradesh,NR,26.6360965,82.12739309999999,"Bikapur, Uttar Pradesh"
DHW,Dhariwal,Punjab,NR,31.949113,75.32156499999999,"Dhariwal, Punjab"
SAI,SARAI,,,25.779962,85.27660900000001,
CPE,Chandiposi,Orissa,SER,22.068676999999997,84.915988,"National Highway 23, Orissa"
CRU,CHUDAWA,Maharashtra,SCR,19.1803282622,77.1169303369,"Hingoli, Maharashtra"
DBB,DHUBRI,Assam,NFR,26.023137000000002,89.977952,"Dhubri, Assam"
PNP,PANIPAT JN,,,29.388948,76.96379300000001,
CPS,CHANDPUR SIAU HALT,Uttar Pradesh,NR,29.13201,78.27585499999999,"Chandpur, Uttar Pradesh"
CX,CHANOL,Gujarat,WR,22.427916,70.53884199999999,"State Highway 25, Gujarat"
CSR,CHAK SIKANDAR,Bihar,ECR,25.6767202377,85.365246145,"Chak Sikander, Bihar"
CRQ,Charpokhari Halt,Bihar,ECR,25.3615157718,84.487603186,"Charpokhari, Bihar"
VNA,VARANGAON,,,21.0097131944,75.9006577881,
DAG,DHANG,Bihar,ECR,26.7174,85.353298,"Bhang, Bihar"
CRW,Charaud,Haryana,NWR,29.0094584,75.6466632,"National Highway 65, Haryana"
BTL,BORTALAO,,,21.218301,80.626207,
KHS,KHARSIA,,,21.99178,83.102414,
ROB,ROBERTSON,,,21.988744,83.182508,
CPK,CHAPARMUKH JN,Assam,NFR,26.202272,92.511718,"Chaparmukh, Assam"
CTW,Chhintanwala,Punjab,NR,30.365958000000003,76.014229,"Sherpur Sodhian Link Rd, Punjab"
CTA,Chitradurg,Karnataka,SWR,14.231154,76.386431,"Chitradurga, Karnataka"
AAV,Ambav,Gujarat,WR,,,"Ambav, Gujarat"
MDKU,MODUKURU,,,16.124988000000002,80.58380799999999,
TSR,TSUNDURU,,,16.157497,80.58648699999999,
NBM,NAVABPALEM,,,16.831606,81.606702,
NMBR,N MAYURBHANJ ROAD,,,21.666901,87.038724,
BTS,BASTA,,,21.7029241,87.0637831,
CTD,Chhota Udepur,Gujarat,WR,22.314788,74.014286,"Vadodara, Gujarat"
DBY,Digboi,Assam,NFR,27.383483,95.61698200000001,"Tinsukia, Assam"
CWI,CHONDI,Maharashtra,SCR,19.430619765,77.1556666229,"Parbhani, Maharashtra"
CSDR,CHANNASANDRA,Karnataka,SWR,13.010940720799999,77.6629705685,"Bengaluru, Karnataka"
PGT,PALAKKAD,,,10.802091,76.641926,
MNHA,Mindha,Rajasthan,NWR,27.112061,75.33241,"Minda to Mandha Bhimsingh Rd, Rajasthan"
DBO,DABHODA,Gujarat,WR,23.168331000000002,72.748038,"Dabhoda, Gujarat"
DABN,DHABAN,Rajasthan,NWR,29.859997,74.54288000000001,"Sangaria, Rajasthan"
DBI,DABLI RATHAN,Rajasthan,NWR,29.542416,74.19093000000001,"Hanumangarh, Rajasthan"
SID,SIDDHPUR,Gujarat,WR,23.918067,72.367959,"State Highway 41, Gujarat"
ARGD,ARIGADA,,ECR,23.643461000000002,85.466475,
CTJ,CHHATAINI,Madhya Pradesh,WCR,23.994088,81.287323,"Awasthi Sadan Rd, Madhya Pradesh"
KTKD,KATANGI KHURD,Madhya Pradesh,WCR,23.7758696073,80.48673398129999,"State Highway 10, Madhya Pradesh"
CRL,Choral,Madhya Pradesh,WR,22.450677,75.94413499999999,"SH 27, Madhya Pradesh"
ABSA,Ambassa,Tripura,NFR,23.930507,91.860783,"Ambassa, Tripura"
NVP,Navalpura,,,23.289155,73.19955399999999,
DBKA,Dabka,Madhya Pradesh,SCR,21.361353,76.720809,"Amlakhurd, Madhya Pradesh"
CQR,Champapukur,West Bengal,ER,22.656633999999997,88.80796000000001,"Kholapota, West Bengal"
NDAZ,NAYA AZADPUR,,,28.714564,77.166876,
ANDI,ADARSH NAGAR DELHI,,,28.714205,77.16670699999999,
CUR,Churu,Rajasthan,NWR,28.288281,74.966203,"Churu, Rajasthan"
BHD,BADLI,,,28.746799999999997,77.1377425,
KHKN,KHERA KALAN,,,28.769717999999997,77.115838,
HUK,HOLAMBI KALAN,,,28.801187,77.102334,
NUR,NARELA,,,28.846886,77.085727,
CWA,Chhindwara Junction,Madhya Pradesh,SECR,22.058201,78.953212,"Chhindwara, Madhya Pradesh"
RDDE,RATHDHANA,,,28.904132,77.05914800000001,
CTPE,Chandanattop Halt,Kerala,SR,8.932478000000001,76.64532,"Kilikkollur, Kerala"
HNN,HARANA KALAN,,,28.945425,77.039135,
SNP,SONIPAT,,,28.989423000000002,77.017343,
SLKN,SANDAL KALAN,,,29.063432000000002,77.012589,
RUG,RAJLU GARHI,,,29.090744,77.012109,
GNU,GANAUR,,,29.130776,77.01074999999999,
BDMJ,BHODWAL MAJRI,,,29.1852092,77.0082364,
SMK,SAMALKHA,,,29.240172,77.003034,
DWNA,DIWANA,,,29.318564,76.980194,
BBDE,BABARPUR,,,29.449652,76.966178,
